1#1+ы#1+а#1+ов#1+у#1+ам#1#1+ы#1+ом#1+ами#1+е#1+ах
0=аборт,1=аборт
0=ария,1=ари
0=армия,1=арми
0=артерия,1=артери
0=артиллерия,1=артиллери
0=ассоциация,1=ассоциаци
0=астрономия,1=астрономи
0=аудитория,1=аудитори
0=бактерия,1=бактери
0=библия,1=библи
0=биография,1=биографи
0=биология,1=биологи
0=братия,1=брати
0=бухгалтерия,1=бухгалтери
0=бюрократия,1=бюрократи
0=вакцинация,1=вакцинаци
0=вариация,1=вариаци
0=версия,1=верси
0=вибрация,1=вибраци
0=вирусология,1=вирусологи
0=гарантия,1=гаранти
0=гармония,1=гармони
0=гвардия,1=гварди
0=генерация,1=генераци
0=география,1=географи
0=геометрия,1=геометри
0=гимназия,1=гимнази
0=глобализация,1=глобализаци
0=губерния,1=губерни
0=декларация,1=деклараци
0=декорация,1=декораци
0=делегация,1=делегаци
0=демократия,1=демократи
0=демонстрация,1=демонстраци
0=депрессия,1=депресси
0=деформация,1=деформаци
0=дивизия,1=дивизи
0=династия,1=династи
0=дирекция,1=дирекци
0=дискуссия,1=дискусси
0=диссертация,1=диссертаци
0=дистанция,1=дистанци
0=дифференциация,1=дифференциаци
0=документация,1=документаци
0=драматургия,1=драматурги
0=епархия,1=епархи
0=идентификация,1=идентификаци
0=идеология,1=идеологи
0=иерархия,1=иерархи
0=изоляция,1=изоляци
0=иллюзия,1=иллюзи
0=иллюстрация,1=иллюстраци
0=империя,1=импери
0=импровизация,1=импровизаци
0=инвестиция,1=инвестици
0=индустрия,1=индустри
0=инерция,1=инерци
0=инспекция,1=инспекци
0=инстанция,1=инстанци
0=инструкция,1=инструкци
0=интеграция,1=интеграци
0=интеллигенция,1=интеллигенци
0=интерпретация,1=интерпретаци
0=интонация,1=интонаци
0=интуиция,1=интуици
0=инфекция,1=инфекци
0=инфляция,1=инфляци
0=информация,1=информаци
0=ирония,1=ирони
0=история,1=истори
0=кампания,1=кампани
0=канцелярия,1=канцеляри
0=категория,1=категори
0=квалификация,1=квалификаци
0=квитанция,1=квитанци
0=классификация,1=классификаци
0=коалиция,1=коалици
0=коллегия,1=коллеги
0=коллекция,1=коллекци
0=колония,1=колони
0=комбинация,1=комбинаци
0=комедия,1=комеди
0=комиссия,1=комисси
0=коммуникация,1=коммуникаци
0=компания,1=компани
0=компартия,1=компарти
0=компенсация,1=компенсаци
0=компетенция,1=компетенци
0=композиция,1=композици
0=конвенция,1=конвенци
0=конкуренция,1=конкуренци
0=консерватория,1=консерватори
0=консолидация,1=консолидаци
0=конституция,1=конституци
0=конструкция,1=конструкци
0=консультация,1=консультаци
0=конференция,1=конференци
0=конфигурация,1=конфигураци
0=концентрация,1=концентраци
0=концепция,1=концепци
0=кооперация,1=коопераци
0=координация,1=координаци
0=копия,1=копи
0=корпорация,1=корпораци
0=корреляция,1=корреляци
0=коррупция,1=коррупци
0=лаборатория,1=лаборатори
0=лекция,1=лекци
0=ликвидация,1=ликвидаци
0=лилия,1=лили
0=линия,1=лини
0=литургия,1=литурги
0=лицензия,1=лицензи
0=магия,1=маги
0=манипуляция,1=манипуляци
0=материя,1=матери
0=мафия,1=мафи
0=мелодия,1=мелоди
0=металлургия,1=металлурги
0=методология,1=методологи
0=миграция,1=миграци
0=милиция,1=милици
0=миссия,1=мисси
0=мобилизация,1=мобилизаци
0=модернизация,1=модернизаци
0=модификация,1=модификаци
0=молния,1=молни
0=монархия,1=монархи
0=монография,1=монографи
0=монополия,1=монополи
0=мотивация,1=мотиваци
0=мутация,1=мутаци
0=мэрия,1=мэри
0=нация,1=наци
0=номинация,1=номинаци
0=ностальгия,1=ностальги
0=облигация,1=облигаци
0=оккупация,1=оккупаци
0=операция,1=операци
0=оппозиция,1=оппозици
0=оптимизация,1=оптимизаци
0=организация,1=организаци
0=ориентация,1=ориентаци
0=пародия,1=пароди
0=партия,1=парти
0=патология,1=патологи
0=пенсия,1=пенси
0=периферия,1=перифери
0=позиция,1=позици
0=полиция,1=полици
0=популяция,1=популяци
0=порция,1=порци
0=поэзия,1=поэзи
0=презентация,1=презентаци
0=презумпция,1=презумпци
0=премия,1=преми
0=пресс-конференция,1=пресс-конференци
0=претензия,1=претензи
0=привилегия,1=привилеги
0=провинция,1=провинци
0=провокация,1=провокаци
0=продукция,1=продукци
0=пропорция,1=пропорци
0=профессия,1=професси
0=психология,1=психологи
0=публикация,1=публикаци
0=радиостанция,1=радиостанци
0=рация,1=раци
0=реабилитация,1=реабилитаци
0=реакция,1=реакци
0=реализация,1=реализаци
0=реалия,1=реали
0=революция,1=революци
0=регистрация,1=регистраци
0=редакция,1=редакци
0=резиденция,1=резиденци
0=резолюция,1=резолюци
0=рекомендация,1=рекомендаци
0=реконструкция,1=реконструкци
0=религия,1=религи
0=реорганизация,1=реорганизаци
